Name,Team,playerid,mlbid
Korry Howell,Brewers (R),sa3008238,676759
Kort Peterson,- - -,sa874104,667651
Kramer Robertson,Cardinals (A+),sa857820,670298
Kristian Robinson,Diamondbacks (R),sa3006884,677565
Kristian Trompiz,Astros (A+),sa737029,624736
Kurt Hoekstra,- - -,sa875296,664940
Kwan Adkins,Giants (R),sa3007000,656182
Kwang-Min Kwon,- - -,sa943356,666247
Kyle Barrett,Marlins (AA),sa858028,664958
Kyle Cunningham,Rockies (A),sa913281,677866
Kyle Datres,Rockies (A-),sa3008029,663979
Kyle Davis,Astros (A-),sa915734,675621
Kyle Dohy,Phillies (AA),sa3004861,675971
Kyle Garlick,- - -,sa875898,664247
Kyle Gray,Yankees (A-),sa3007636,675626
Kyle Holder,- - -,sa857840,664060
Kyle Isbel,- - -,sa3006861,664728
Kyle Kasser,Royals (R),sa3006916,681143
Kyle Keller,Marlins (AA),sa875759,664918
Kyle Lewis,- - -,sa857836,641786
Kyle Marinconz,- - -,sa3007638,676327
Kyle Martin,- - -,sa829261,657674
Kyle McGowin,Nationals (AA),sa738327,641851
Kyle McPherson,- - -,sa3004696,676819
Kyle Mottice,Pirates (R),sa3007655,682569
Kyle Muller,Braves (AA),sa917931,666205
Kyle Overstreet,Padres (AA),sa827140,664963
Kyle Regnault,Mets (AAA),sa526832,660064
Kyle Simmons,Pirates (R),sa880737,665685
Kyle Watson,Pirates (A),sa915803,674161
Kyle Wren,- - -,sa621577,592881
Kyle Wright,Braves (AA),sa874117,657140
Kyri Washington,- - -,sa857813,664038
L.A. Woodard,Mets (R),sa3007522,681899
L.J. Mazzilli,- - -,sa577753,608687
L.T. Tolbert,- - -,sa876146,663932
Lake Bachar,Padres (AA),sa917993,669199
LaMonte Wade,- - -,sa856280,664774
Lana Akau,Athletics (A-),sa738553,641297
Landerson Pena,Nationals (R),sa923122,670916
Landon Beck,- - -,sa829390,656219
Lane Milligan,- - -,sa3007648,681920
Lane Thomas,- - -,sa828962,657041
LaRon Smith,Twins (R),sa3008307,671938
Larry Alcime,Pirates (R),sa917768,665849
Larry Ernesto,Brewers (R),sa3005485,677598
Lars Nootbaar,Cardinals (A-),sa3006649,663457
Lawrence Butler,Athletics (R),sa3006873,671732
Laz Rivera,- - -,sa3004128,650528
Lazaro Alonso,- - -,sa3002722,672906
Lazaro Armenteros,Athletics (A),sa969091,670860
Lean Marrero,Twins (R),sa875650,664765
Leandro Castro,- - -,sa455746,516736
Leandro Cedeno,Cardinals (R),sa873307,660681
Leandro Emiliani,Nationals (R),sa3006897,678247
Leandro Santana,Reds (A),sa828255,650441
LeDarious Clark,- - -,sa875568,621429
Lee Solomon,Padres (R),sa3007293,676410
LeeMarcus Boyd,Rockies (A-),sa3008318,682911
Lency Delgado,White Sox (R),sa3006913,680894
Lenin Rodriguez,Phillies (A-),sa871435,660583
Lenyn Sosa,White Sox (R),sa3004051,672820
Leobaldo Cabrera,Yankees (A+),sa872551,660659
Leody Taveras,Rangers (A+),sa912520,665750
Leonardo Jimenez,Blue Jays (R),sa3006891,677870
Leonardo Molina,Yankees (A),sa830227,650728
Leonardo Reginatto,Twins (AAA),sa504970,553891
Leonardo Rivas,- - -,sa872542,660844
Leonardo Seminati,Reds (R),sa3008298,682504
Leonel Jimenez,Red Sox (R),sa3005501,678289
Leonel Valera,- - -,sa917320,665987
Leudy Pena,Cardinals (R),sa3005726,677625
Leugim Castillo,Brewers (R),sa3005128,676108
Leuri Mejia,- - -,sa3003208,672427
Levi Jordan,- - -,sa3007976,682119
Levi MaVorhis,Cardinals (A),sa856277,670546
Levi Michael,- - -,sa526207,605381
Lewin Diaz,Twins (A+),sa828420,650331
Lewis Baez,Red Sox (R),sa3005223,677925
Liam Sabino,- - -,sa3007821,656925
Li-Jen Chu,Indians (A+),sa830277,644375
Liover Peguero,- - -,sa3005582,678894
Livan Soto,Angels (R),sa3004264,670869
LJ Hatch,- - -,sa3005233,677928
Logan Allen,- - -,sa875192,663531
Logan Baldwin,Giants (A),sa3004751,656208
Logan Bawcom,- - -,sa549287,594747
Logan Brown,Braves (R),sa3006938,682204
Logan Cozart,Rockies (AA),sa875283,664910
Logan Farrar,Athletics (A),sa3004126,641567
Logan Hill,Pirates (AA),sa875822,664930
Logan Ice,- - -,sa913305,668681
Logan Landon,- - -,sa875279,664860
Logan Mattix,Astros (A),sa3006732,682047
Logan Moon,Royals (AAA),sa829029,656758
Logan Moore,Phillies (AAA),sa598265,607355
Logan O'Hoppe,Phillies (R),sa3007519,681351
Logan Porter,Royals (R),sa3007750,682515
Logan Ratledge,Pirates (AA),sa827169,664239
Logan Sendelbach,Pirates (AA),sa875272,664830
Logan Simmons,Phillies (R),sa3006867,669227
Logan Sowers,White Sox (R),sa829551,656987
Logan Taylor,Mets (AAA),sa658168,664162
Logan Taylor,- - -,sa857838,664162
Logan Warmoth,- - -,sa3004813,657089
Lolo Sanchez,Pirates (A),sa917767,665975
Lorenzo Cedrola,- - -,sa872850,661411
Lorenzo Quintana,Astros (AA),sa3005394,679727
Louis Boyd,- - -,sa3004038,666917
Lucas Erceg,Brewers (AA),sa872722,668674
Lucas Herbert,Braves (A+),sa874793,663726
Lucas Tancas,Pirates (A+),sa3004290,676814
Lucius Fox,- - -,sa914200,665650
Luidemid Rojas,Braves (R),sa3003188,670918
Luiggi Mujica,Phillies (R),sa3003432,676131
Luigi Pichardo,Giants (R),sa3005270,672803
Luigi Rodriguez,Giants (AA),sa547914,593444
Luis Alejandro Basabe,- - -,sa736924,642773
Luis Alexander Basabe,- - -,sa736915,642772
Luis Almanzar,Royals (R),sa916830,666799
Luis Almanzar,- - -,sa970515,666799
Luis Alvarado,Giants (R),sa3003307,656187
Luis Andujar,Cardinals (R),sa3005734,678321
Luis Aquino,Nationals (R),sa917157,665848
Luis Arcaya,- - -,sa917492,665944
Luis Arcendo,Rays (R),sa3003281,672654
Luis Arraez,- - -,sa828153,650333
Luis Asuncion,Padres (A-),sa828272,650837
Luis Avalo,Brewers (R),sa916731,667327
Luis Avila,- - -,sa917198,665705
Luis Aviles Jr.,- - -,sa738445,641323
Luis Ayala,Cubs (A+),sa826649,644365
Luis Baez,Twins (R),sa3005747,678637
Luis Barajas,Astros (R),sa3003395,673355
Luis Barrera,- - -,sa736690,642456
Luis Campusano,Padres (A),sa3004041,669134
Luis Candelo,Phillies (R),sa3005815,678251
Luis Carlos Diaz,Dodgers (R),sa3003249,672584
Luis Carpio,Mets (A+),sa827960,650700
Luis Castro,- - -,sa736954,620449
Luis Cossio,Diamondbacks (R),sa3003322,672754
Luis Curbelo,White Sox (A),sa918086,666127
Luis De Los Santos,Blue Jays (R),sa917822,665782
Luis Diaz,Angels (R),sa3003354,571074
Luis Diaz,Cubs (A-),sa917355,571074
Luis Encarnacion,- - -,sa830207,650798
Luis Escobar,Pirates (AA),sa828442,650813
Luis Feliz,Rangers (R),sa3006212,680614
Luis Flores,Cardinals (R),sa828503,650878
Luis Fonseca,- - -,sa592342,602337
Luis Garcia,Phillies (R),sa3007295,671277
Luis Garcia,- - -,sa962605,671277
Luis Gomez,Twins (R),sa3005947,678671
Luis Gonzalez,- - -,sa3002721,681505
Luis Gonzalez,- - -,sa736875,681505
Luis Guzman,Padres (R),sa872453,661404
Luis Hernandez,Red Sox (R),sa917091,665988
Luis Hidalgo,Cubs (R),sa826653,650390
Luis Joseph,- - -,sa828231,656022
Luis Lara,- - -,sa917185,667825
Luis Laurencio,Tigers (R),sa917009,665904
Luis Lebron,Mets (R),sa833404,658736
Luis Leon,Rays (R),sa917463,665829
Luis Liberato,Mariners (A+),sa737020,642451
Luis Lopez,Reds (R),sa3007308,681069
Luis Marte,- - -,sa597106,606336
Luis Martinez,Yankees (R),sa916981,644403
Luis Matos,Phillies (R),sa3003378,672952
Luis Mejia,- - -,sa873192,661390
Luis Mendez,- - -,sa548109,593642
Luis Mieses,White Sox (R),sa3003274,672635
Luis Milla,Twins (R),sa3006592,678267
Luis Montano,Cardinals (R),sa3003297,672707
Luis Mota,Red Sox (R),sa3005552,678748
Luis Ortiz,Brewers (AA),sa828677,656814
Luis Ovando,Braves (R),sa917293,667546
Luis Oviedo,- - -,sa3005756,665854
Luis Paez,Padres (R),sa3005771,678829
Luis Payano,Astros (A+),sa737026,624735
Luis Perez,Rays (R),sa917790,661408
Luis Pintor,- - -,sa918456,670127
Luis Rengifo,- - -,sa826671,650859
Luis Reyes,Nationals (AA),sa737048,642530
Luis Robert,- - -,sa3003396,673357
Luis Rodriguez,Cardinals (R),sa3005727,665960
Luis Rodriguez,Dodgers (R),sa917322,665960
Luis Rojas,Phillies (R),sa3003315,672743
Luis Roman,Padres (R),sa3004063,676837
Luis Santana,Orioles (R),sa3002629,670919
Luis Santana,Mets (R),sa921577,670919
Luis Santos,Yankees (R),sa3005080,660163
Luis Silva,Brewers (R),sa3005547,678715
Luis Silverio,- - -,sa876098,665038
Luis Tejada,Reds (R),sa3006190,678605
Luis Toribio,Giants (R),sa3005541,678681
Luis Torres,Red Sox (R),sa3004821,676988
Luis Ubiera,- - -,sa828340,650403
Luis Urias,Padres (AAA),sa828496,649966
Luis Valderrama,Indians/Brewers (R),sa3006563,678503
Luis Valdez,Brewers (R),sa3003404,666051
Luis Valenzuela,Braves (AA),sa658081,623610
Luis Vazquez,Cubs (A-),sa3005131,676679
Luis Veloz,Mariners (R),sa3002850,672563
Luis Verdugo,Cubs (R),sa3006888,677605
Luis Villegas,- - -,sa547944,593522
Luis Yan,Dodgers (R),sa3005475,675857
Luis Yander La O,Rangers (AA),sa863716,661277
Luis Yanel Diaz,Dodgers (R),sa3002846,672504
Lukas Schiraldi,Marlins (AA),sa738692,621165
Luke Becker,Padres (A-),sa3006665,679681
Luke Burch,- - -,sa3003950,664080
Luke Dykstra,Cardinals (AA),sa829151,656392
Luke Heyer,- - -,sa3007042,679691
Luke Jarvis,Marlins (A-),sa3007944,681087
Luke Leftwich,Phillies (AA),sa857567,663398
Luke Mangieri,Pirates (A-),sa3006684,682037
Luke Miller,Phillies (R),sa3006879,676366
Luke Morgan,Rockies (A-),sa3006683,681965
Luke Persico,Athletics (A+),sa738678,641971
Luke Raley,- - -,sa918048,670042
Luke Reynolds,- - -,sa3008004,667664
Luke Ringhofer,Orioles (A-),sa3004288,676793
Luke Sherley,- - -,sa3007320,681873
Luke Tendler,Red Sox (AA),sa829644,657035
Luke Wakamatsu,Indians (A+),sa875259,663788
Luke Williams,Phillies (A+),sa874987,663897
Luken Baker,- - -,sa3008267,663609
Luvin Valbuena,Diamondbacks (R),sa917188,666517
Mac James,- - -,sa829039,657429
Mac Seibert,Rays (A),sa659034,623241
Madison Santos,Yankees (R),sa3006206,679027
Madison Stokes,- - -,sa3008076,657010
Maicol Sosa,Marlins (R),sa3003403,673378
Maikel Aguiar,Cubs (R),sa921734,667321
Maikel Garcia,- - -,sa3003246,672580
Maikel Pineda,Angels (R),sa917332,667369
Maiker Feliz,White Sox (R),sa828240,650523
Makesiondon Kelkboom,Indians (R),sa3002849,672561
Malcom Nunez,Cardinals (R),sa3008113,682650
Malcom Quintero,Cubs (R),sa3007827,680860
Malik Collymore,- - -,sa737908,641471
Malique Ziegler,- - -,sa918507,670419
Malquin Canelo,Phillies (AA),sa657479,622541
Malvin Matos,Phillies (A),sa878742,664306
Malvin Nunez,Mets (R),sa3005632,681737
Mandy Alvarez,- - -,sa913279,669137
Mani Boekhoudt,Phillies (R),sa3007045,680603
Manny Bejerano,Pirates (R),sa3004516,676888
Manny Jefferson,- - -,sa918282,668872
Manny Olloque,- - -,sa829222,657705
Manny Pazos,- - -,sa3004304,677225
Manny Rodriguez,Mets (A-),sa3006678,681668
Manny Rodriguez,- - -,sa509273,681668
Manuel Alvarez,Indians (A),sa3005410,676520
Manuel Garcia,- - -,sa3006202,678851
Manuel Geraldo,Giants (A),sa827970,645283
Manuel Melendez,Rockies (A+),sa828329,650513
Manuel Montas,- - -,sa3005526,678591
Manuel Ramirez,Red Sox (R),sa917828,665903
Marc Magliaro,Rockies (AA),sa739267,628715
Marco Chicuate,- - -,sa653586,617918
Marco Hernandez,- - -,sa917737,668549
Marco Naranjo,Yankees (R),sa3006579,678698
Marco Valenzuela,- - -,sa3005764,678788
Marco Van Der Wijst,Astros (R),sa3004839,674294
Marcos Almonte,- - -,sa828122,656044
Marcos Betancourt,Athletics (R),sa3008271,682846
Marcos Brito,Athletics (A-),sa3003183,670862
Marcos Campos,Giants (R),sa3007081,682112
Marcos Diplan,Brewers (AA),sa828590,650959
Marcos Estevez,Orioles (R),sa917164,666611
Marcos Gonzalez,Indians (R),sa3003311,672733
Marcos Molina,- - -,sa657917,622506
Marcos Rivera,Marlins (A),sa872509,660569
Marcus Chiu,Dodgers (A),sa3004060,676722
Marcus Crescentini,Marlins (AA),sa875843,641489
Marcus Greene Jr.,Padres (A+),sa659282,621522
Marcus Littlewood,- - -,sa548261,547171
Marcus Mack,Rangers (R),sa918487,669267
Marcus Mooney,Braves (A+),sa918184,669129
Marcus Wilson,Diamondbacks (A+),sa828703,657129
Mariano Dotel,Pirates (R),sa3005589,679060
Mariel Bautista,Reds (R),sa872535,660647
Marino Campana,Red Sox (A),sa872486,660796
Mario Feliciano,- - -,sa917954,666128
Mario Jerez,Pirates (R),sa3005621,681594
Mario Morillo,Yankees (R),sa3006529,679480
Mario Sanjur,Angels (R),sa735840,640489
Mark Contreras,- - -,sa3004164,676628
Mark Karaviotis,Diamondbacks (A+),sa738977,641740
Mark Kolozsvary,Reds (A),sa3004996,656627
Mark Mathias,Indians (AA),sa875006,664029
Mark Payton,Yankees (AAA),sa549855,592622
Mark Vientos,Mets (R),sa3004720,668901
Markel Jones,Orioles (R),sa918877,670278
Marlin Made,Indians/Brewers (R),sa3005480,677583
Marlon Marcano,- - -,sa3003421,674445
Marshall Cantillo,Athletics (R),sa3005910,678638
Marshall Kasowski,Dodgers (AA),sa3005114,667445
Marshawn Taylor,Diamondbacks (R),sa3006845,642131
Marten Gasparini,Royals (A),sa830181,645282
Martin Cervenka,Orioles (AA),sa492636,548431
Martin Doria,Giants (R),sa3003289,672694
Martin Olivas,Tigers (R),sa3005737,678395
Marty Costes,- - -,sa3006783,664753
Marty Herum,- - -,sa745229,645917
Marvin Malone,Rays (A-),sa3006681,681900
Mason Berne,Braves (R),sa3007029,676048
Mason Davis,- - -,sa829296,605203
Mason Fishback,Pirates (R),sa3008508,683063
Mason House,- - -,sa3004278,675918
Mason Martin,- - -,sa3004885,676733
Mason McCoy,Orioles (A),sa3002758,669200
Mason McCullough,Diamondbacks (AA),sa827446,605368
Mason Melotakis,Rockies (AAA),sa621016,608691
Mason Robbins,- - -,sa599191,596088
Mateo Gil,Cardinals (R),sa3007050,680771
Matias Polanco,Padres (R),sa3006523,678608
Matt Beaird,Orioles (R),sa3007090,682224
Matt Beaty,Dodgers (AAA),sa602895,607461
Matt Blackham,Mets (AA),sa829631,657518
Matt Brooks,Marlins (A-),sa918863,670262
Matt Cogen,Dodgers (R),sa3007083,682134
Matt Cross,Athletics (R),sa3007071,681932
Matt Duce,Cardinals (A-),sa3006644,656384
Matt Eckelman,Pirates (AA),sa857600,664158
Matt Fiedler,- - -,sa915642,662105
Matt Flemer,Rockies (AAA),sa580429,607343
Matt Gage,- - -,sa827398,657424
Matt Hearn,- - -,sa918523,670413
Matt Jones,- - -,sa874481,659635
Matt Kroon,- - -,sa3007502,663714
Matt Lipka,Giants (AA),sa548175,547181
Matt McGarry,- - -,sa3007881,682198
Matt McLaughlin,Rockies (A),sa915706,656718
Matt McPhearson,Yankees (A),sa737783,641858
Matt Morales,- - -,sa876379,665168
Matt Morgan,Blue Jays (A),sa828869,656767
Matt Morrow,Pirates (R),sa3007644,680782
Matt Oberste,- - -,sa737845,643473
Matt Pearce,Cardinals (AA),sa829078,656831
Matt Pierpont,Rockies (AA),sa738366,641980
Matt Pita,Yankees (R),sa3008146,681862
Matt Pobereyko,Mets (AAA),sa921581,670946
Matt Reistetter,- - -,sa707779,645798
Matt Rose,White Sox (AA),sa658586,623457
Matt Sanders,- - -,sa3006679,681836
Matt Snyder,Yankees (AA),sa602687,600290
Matt Swarmer,Cubs (AA),sa918458,664161
Matt Thaiss,- - -,sa738522,642136
Matt Vierling,- - -,sa3006781,663837
Matt Whatley,- - -,sa915868,675662
Matt Winaker,Mets (A),sa3004506,675980
Matt Winn,- - -,sa858059,665000
Matthew Batten,- - -,sa3004179,676946
Matthew Foley,Mets (A-),sa876176,665130
Matthew Jarecki,Tigers (R),sa3006940,682214
Matthew Mercedes,Pirates (R),sa3003374,672900
Mauricio Dubon,Brewers (AAA),sa738378,643289
Mauro Conde,- - -,sa918335,669305
Max Burt,Yankees (R),sa3007631,661733
Max Duval,Marlins (AA),sa920102,670689
Max George,Rockies (A+),sa829010,657426
Max Hogan,Orioles (A),sa3004521,676955
Max McDowell,- - -,sa875626,664120
Max Pentecost,Blue Jays (AA),sa601924,596069
Max Schrock,Cardinals (AAA),sa658670,621011
Max Schuemann,Athletics (A-),sa3007511,680474
Max Schuh,Rockies (AA),sa829132,657259
Maximo De La Rosa,Phillies (R),sa3003251,672586
Maxwell Morales,Rangers (R),sa917279,666013
Mayron Cathalina,Dodgers (R),sa3008482,678886
Mc Gregory Contreras,Blue Jays (A-),sa917178,665775
Meaux Landry,Dodgers (R),sa3008379,682009
Meibrys Viloria,Royals (A+),sa830182,650619
Melvin Jimenez,Pirates (A-),sa872557,660607
Melvin Mercedes,- - -,sa658283,621034
Melvin Novoa,- - -,sa827953,649700
Meure Rodriguez,Yankees (R),sa916952,665973
Micael Ramirez,Indians (R),sa3004883,676017
Micah Bello,Brewers (R),sa3006883,677295
Micah Brown,- - -,sa3004286,676758
Micah Coffey,- - -,sa3006853,662102
Michael Almanzar,Nationals (AAA),sa455994,527031
Michael Barash,- - -,sa918163,669726
Michael Beltre,- - -,sa736945,642461
Michael Berglund,Rays (R),sa3007016,668842
Michael Bernal,- - -,sa918667,667413
Michael Boyle,Dodgers (AA),sa857604,664082
Michael Brosseau,Rays (AA),sa918938,670712
Michael Cantu,- - -,sa829494,656289
Michael Chavis,- - -,sa828673,656308
Michael Chirinos,Rangers (R),sa3003239,672565
Michael Cooper,Indians (R),sa3004072,676971
Michael Cruz,- - -,sa918049,670043
Michael Curry,Padres (A-),sa3006653,663933
Michael Davis,- - -,sa3008248,667488
Michael De La Cruz,Blue Jays (AAA),sa736830,642444
Michael De La Cruz,Pirates (A-),sa736903,642444
Michael De Leon,Rangers (AA),sa823925,650958
Michael Dimock,- - -,sa526011,623442
Michael Donadio,- - -,sa857712,668851
Michael Emodi,- - -,sa3007318,681855
Michael Fuchs,Angels (A+),sa3006793,682422
Michael Gettys,Padres (AA),sa828692,656455
Michael Gigliotti,Royals (A),sa915700,669377
Michael Helman,- - -,sa3008280,680737
Michael Hernandez,- - -,sa873626,669905
Michael Hickman,White Sox (A),sa876234,663322
Michael Johnson,- - -,sa709717,641732
Michael Mader,- - -,sa828804,641814
Michael Mateja,- - -,sa3007525,682036
Michael O'Neill,- - -,sa550175,630155
Michael Osinski,- - -,sa3004298,676943
Michael Paez,Mets (A+),sa874101,669686
Michael Papierski,Astros (A),sa829203,657709
Michael Perri,Cardinals (R),sa3007280,641970
Michael Rucker,Cubs (AA),sa919117,621074
Michael Russell,- - -,sa827159,656920
Michael Smith,Rays (A-),sa3004997,664683
Michael Snyder,Braves (AA),sa658566,621551
Michael Stefanic,Angels (R),sa3008479,683021
Michael Suarez,Padres (R),sa3007978,682237
Michael Tinsley,Indians (A-),sa874194,669400
Michael Wielansky,Astros (A-),sa3006730,681933
Michel Baez,Padres (AA),sa968132,673258
Micker Adolfo,White Sox (A+),sa830303,650520
Mickey Gasper,Yankees (R),sa3007747,681508
Mickey Jannis,- - -,sa550198,595263
Mickey McDonald,Athletics (A),sa3004173,676782
Mickey Moniak,Phillies (A+),sa917920,666160
Miguel Aguilar,Diamondbacks (AA),sa654743,660871
Miguel Amaya,Cubs (A),sa917354,665804
Miguel Aparicio,- - -,sa917275,665918
Miguel Del Pozo,Marlins (AA),sa597267,600887
Miguel Eladio,- - -,sa828210,650140
Miguel Fabrizio,- - -,sa3005767,678812
Miguel Flames,- - -,sa872566,660560
Miguel Gamboa,Mariners (R),sa917350,667345
Miguel Hernandez,Reds (R),sa917055,665912
Miguel Hiraldo,Blue Jays (R),sa3005486,677599
Miguel Jerez,Indians (R),sa917754,669791
Miguel Maiz,Cardinals (R),sa3006165,681648
Miguel Marte,Yankees (R),sa3005573,678842
Miguel Mercedes,- - -,sa736689,642286
Miguel Pabon,Cubs (R),sa3007977,682196
Miguel Pena,- - -,sa3003201,673663
Miguel Perez,Mariners (R),sa3004053,673036
Miguel Sanchez,- - -,sa916730,667376
Miguel Torrero,- - -,sa508490,477589
Miguel Torres,- - -,sa3003265,672621
Miguel Vargas,- - -,sa3006896,678246
Miguelangel Sierra,Astros (A),sa872750,658531
Mike Ahmed,- - -,sa705802,641296
Mike Alescio,- - -,sa3008084,682669
Mike Connolly,- - -,sa708470,643263
Mike Ford,- - -,sa708447,645801
Mike Gretler,Pirates (A-),sa3008106,656489
Mike Loaisiga,Dodgers (R),sa917738,667353
Mike O'Reilly,- - -,sa918643,664019
Mike Papi,Indians (AAA),sa599318,596068
Mike Rivera,Indians (A),sa829667,657741
Mike Siani,Reds (R),sa3008182,672279
Mike Spooner,Reds (R),sa3008148,682784
Mike Torres,Tigers (R),sa917012,666774
Mike Yastrzemski,- - -,sa503161,573262
Mikell Granberry,Pirates (R),sa828487,650818
Mikey Duarte,White Sox (A+),sa3002881,676842
Mikey Edie,Giants (A-),sa827967,650867
Mikey White,Athletics (AA),sa658966,608383
Miles Gordon,Reds (A),sa875024,659366
Miles Mastrobuoni,Rays (A+),sa918318,670156
Miller Chacon,Cubs (R),sa3003425,675843
Milton Ramos,Orioles (A-),sa828792,656875
Milton Smith,- - -,sa3007076,681999
Mitch Ghelfi,- - -,sa875890,662145
Mitch Horacek,Rockies (AA),sa550295,595255
Mitch Keller,- - -,sa828700,656605
Mitch Longo,Indians (A+),sa874178,669675
Mitch Nay,- - -,sa657873,608356
Mitch Piatnik,Reds (A),sa875194,641976
Mitch Reeves,Indians (A-),sa3004137,666964
Mitch Roman,- - -,sa918259,670144
Mitch Spires,- - -,sa3006686,682108
Mitchell Edwards,Phillies (R),sa3008393,673134
Mitchell Edwards,Phillies (R),sa3008407,673134
Mitchell Hansen,- - -,sa874799,663961
Mitchell Kranson,- - -,sa918156,670054
Mitchell Robinson,Yankees (R),sa3007865,647321
Mitchell Tolman,Pirates (A+),sa858829,664051
Mitchell White,Dodgers (AA),sa917948,669952
MJ Melendez,Royals (A),sa3004139,669004
Moises Bello,Tigers (R),sa833333,646718
Moises Castillo,Cardinals (R),sa917135,665940
Moises De La Cruz,Indians/Brewers (R),sa3005585,672645
Moises Gomez,Rays (A),sa875163,656001
Moises Gonzalez,Mets (R),sa3003357,672844
Moises Gutierrez,- - -,sa595706,605011
Moises Nunez,Tigers (A-),sa872582,660534
Moises Perez,Dodgers (A),sa828179,650635
Moises Perez,Brewers (R),sa916732,650635
Montae Bradshaw,Royals (R),sa3004302,677034
Montana DuRapau,- - -,sa829611,657566
Monte Harrison,Marlins (AA),sa828691,656509
Montrell Marshall,Reds (A),sa829051,656684
Morgan Lofstrom,- - -,sa738557,641797
Myles McKisic,Rangers (R),sa3004938,676850
Myles Schroder,Giants (AAA),sa392193,519262
Myles Straw,- - -,sa875569,664702
Mylz Jones,Rockies (AA),sa875606,664081
Nabil Crismatt,- - -,sa657397,622503
Nadir Ljatifi,Reds (R),sa878423,659636
Narciso Crook,- - -,sa738300,643271
Nash Knight,- - -,sa876814,665227
Nate Easley,Padres (A+),sa919164,670410
Nate Griep,Brewers (AA),sa875199,664155
Nate Mondou,- - -,sa873282,670148
Nate Nolan,White Sox (A+),sa918101,669916
Nate Scantlin,Reds (R),sa3004168,676715
Nate Soria,Rays (R),sa3007333,682424
Nathan Eaton,Royals (R),sa3007074,681987
Nathan Esposito,- - -,sa602817,607523
Nathan Lukes,Rays (AA),sa875215,664770
Nathan Perry,- - -,sa3004756,676598
Nathan Rodriguez,Brewers (A+),sa829785,656909
Nathanael Bido,Phillies (R),sa3005867,680599
Nathaniel Coronado,Yankees (A+),sa3002723,673584
Nathaniel Lowe,- - -,sa918283,663993
Nattino Diplan,Brewers (AA),sa737469,642651
Nehemias Celesten,Indians/Brewers (R),sa3003341,672804
Nelfy Abreu,Red Sox (R),sa3005535,678645
Nellie Rodriguez,- - -,sa658264,608364
Nelson Alvarez,Yankees (R),sa873204,662950
Nelson Gomez,Yankees (R),sa873303,660617
Nelson Gonzalez,Rockies (AAA),sa506311,516685
Nelson Medina,Yankees (R),sa3005549,678729
Nelson Molina,- - -,sa737886,641891
Nelson Mompierre,Mets (R),sa3007021,670268
Nelson Prada,Cardinals (R),sa3002944,672426
Nelson Roberto,Twins (R),sa3006595,679947
Nelson Teran,Red Sox (R),sa3006526,678805
Nelson Velazquez,- - -,sa3005129,676369
Nerio Rodriguez,Astros (R),sa3003325,672760
Nerluis Martinez,- - -,sa877612,660511
Nestor Heredia,- - -,sa3005626,681629
Neyfi Marinez,Royals (R),sa3005931,678881
Neyfy Castillo,Diamondbacks (R),sa3005544,678689
Nic Motley,Rockies (A),sa3002761,676673
Nic Perkins,- - -,sa3004610,656841
Nic Pierre,- - -,sa827977,650693
Nicholas Northcut,Red Sox (R),sa3007640,678021
Nicholas Shumpert,Braves (R),sa875232,663744
Nicholas Vizcaino,Braves (R),sa3004267,672399
Nicholos Hamilton,Red Sox (A-),sa875344,663440
Nick Allen,Athletics (A),sa3004723,669397
Nick Ames,- - -,sa3006919,681883
Nick Banks,- - -,sa873982,641336
Nick Basto,- - -,sa657998,621007
Nick Burdi,Pirates (AA),sa599297,595897
Nick Choruby,- - -,sa3004881,674006
Nick Ciuffo,- - -,sa737509,624419
Nick Dalesandro,- - -,sa3007503,663807
Nick Dini,- - -,sa875718,664926
Nick Dunn,Cardinals (A-),sa915613,680709
Nick Egnatuk,Brewers (R),sa3004057,675924
Nick Feight,Padres (A),sa3004045,670769
Nick Fortes,- - -,sa3006714,663743
Nick Gatewood,Padres (R),sa3007006,663486
Nick Gordon,- - -,sa828662,624503
Nick Heath,- - -,sa918355,670084
Nick Hill,- - -,sa918610,670439
Nick Horvath,Orioles (A-),sa3008186,681282
Nick Howard,Reds (AA),sa827196,656561
Nick Hutchins,Royals (R),sa3004395,676829
Nick Longhi,- - -,sa738434,641802
Nick Lovullo,- - -,sa659264,623517
Nick Madrigal,- - -,sa3008139,663611
Nick Matera,Phillies (R),sa3007528,682185
Nick Maton,Phillies (A),sa876186,665155
Nick Meyer,Mets (A-),sa3007826,680722
Nick Neidert,Marlins (AA),sa874797,663734
Nick Osborne,Athletics (A-),sa3008463,683034
Nick Patten,Pirates (R),sa3007520,681550
Nick Plummer,Cardinals (A),sa874684,663911
Nick Podkul,Blue Jays (A-),sa3006720,674951
Nick Pratto,Royals (A),sa3004138,668472
Nick Ramirez,- - -,sa577807,598286
Nick Rickles,Phillies (AAA),sa546837,607301
Nick Rodriguez,Mariners (A-),sa3006646,656910
Nick Roscetti,- - -,sa918590,670465
Nick Schnell,Rays (R),sa3007639,678010
Nick Schulz,- - -,sa829877,655719
Nick Sciortino,Red Sox (A+),sa857749,650630
Nick Senzel,Reds (AAA),sa873264,669222
Nick Sergakis,- - -,sa918553,670387
Nick Solak,Rays (AA),sa874054,669256
Nick Tanielu,- - -,sa829082,657027
Nick Thurman,- - -,sa919821,667506
Nick Torres,Rangers (AAA),sa828872,657051
Nick Valaika,Pirates (A-),sa3004244,657071
Nick Ward,Athletics (R),sa3007089,682187
